date,MMM,ABT,ABBV,ACN,ATVI,ADBE,AMD,AAP,A,AKAM,ALK,ALB,ALXN,ALGN,ALL,GOOGL,GOOG,MO,AMZN,AAL,AXP,AIG,AMT,AMP,AMGN,APH,ADI,ANTM,APA,AAPL,AMAT,ANET,T,ADSK,ADP,AZO,BKR,BAC,BK,BBY,BIIB,BLK,BA,BKNG,BMY,AVGO,CPB,COF,KMX,CCL,CARR,CAT,CBOE,CF,SCHW,CVX,CMG,CI,CSCO,C,CFG,CLX,KO,CL,CMCSA,COP,STZ,GLW,COST,CSX,CVS,DHR,DRI,DE,DAL,DXCM,FANG,DFS,DG,DLTR,D,DPZ,DOW,DD,EMN,EBAY,EA,EOG,EL,ETSY,ES,RE,EXPE,XOM,FB,FAST,FDX,FE,FLT,FLIR,F,FOX,FCX,GPS,GRMN,IT,GD,GE,GIS,GM,GILD,GS,HAL,HAS,HCA,HPE,HLT,HD,HON,HPQ,HUM,INFO,ILMN,INCY,IR,INTC,IBM,IP,ISRG,J,JNJ,JPM,K,KEY,KEYS,KMB,KMI,KHC,KR,LB,LH,LRCX,LVS,LEN,LLY,LYV,LMT,L,LOW,MRO,MPC,MAR,MA,MCD,MCK,MDT,MRK,MGM,MU,MSFT,TAP,MNST,MCO,MS,NFLX,NWL,NEM,NEE,NKE,NOC,NCLH,NRG,NVDA,ORLY,OXY,ORCL,PYPL,PEP,PFE,PM,PSX,PPG,PG,PWR,QCOM,DGX,RL,RTX,O,REGN,ROP,ROST,RCL,CRM,SLB,STX,NOW,SPG,SNA,LUV,SBUX,SYF,SYY,TMUS,TTWO,TGT,TEL,TER,TXN,TMO,TIF,TJX,TT,TDG,TWTR,TSN,ULTA,UAA,UA,UAL,UNH,UPS,URI,VAR,VZ,VRTX,VIAC,VTRS,V,WMT,WBA,DIS,WM,WAT,WFC,WELL,WDC,WYNN,XEL,XLNX,YUM
2020-04-17,0,36,0,0,0,0,0,0,27,0,0,0,0,93,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,32,0,0,81,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,32,0,50,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,46,0,0,0,0,0,0,46,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,19,0,0,0,0,81,0,0,0,0,0,0,0,32,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,51,0,91,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,33,0,0,91,51,0,0,0,0,45,0,0,42,0,0,0,0,0,0,0,0,0
2020-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
2020-04-19,0,40,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,19,33,0,0,0,0,99,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,75,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,0,35,0,0,45,0,33,0,26,0,0,0,0,0,0,0,0,0,24,28,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,82,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,94,94,0,0,0,0,46,0,0,0,0,50,19,0,0,0,0,0,87,0,87,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,44,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,90,0,0,48,0,0,0,0,86,0,0,20,0,0,0,0,0,0,0,0,0
2020-04-21,0,0,78,0,0,0,0,0,53,0,0,0,0,0,0,0,27,0,22,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,92,0,0,0,0,39,0,92,0,0,0,0,40,0,78,0,0,0,85,0,0,0,31,0,0,79,83,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,85,44,0,0,0,0,0,0,44,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,43,81,0,0,0,0,0,0,0,0,0,89,0,0,93,0,0,0,0,0,0,50,0,0,51,0,0,0,0,0,0,0,0,18,0,0,0,0,91,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,49,0,0,0,0,0,0,0,0,95,0,85,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,0,0,0,92,46,47,0,0,0,0,0,0,0,0,46,48,0,82,33,29,0,0,0,0,0,0,0,0,0,18,0,0,36,0,0,0,0,47,0,0,100,0,39,0,0,0,0,0,0,40,0,0,0,0,0,87,89,0,0,31,0,0,0,0,0,0,0,0,0,0,83,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,20,0,0,0,0,0,45,0,92,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,96,100,92,0,100,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,50,0,0,50,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,33,0,0,0,0,0,0,0,0,44,0,0,0,0,0,89,0,0,52,0,0,0
2020-04-23,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,0,22,28,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,45,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,77,0,0,0,0,82,0,0,0,0,0,0,98,19,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,65,0,0,0,0,0,0,64,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,100,0,0,0,79,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,48,0,0,0,47,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,49,0,0,0,0,0,33,0,0,0,0,85,0,0,0,0,0,0
2020-04-24,0,0,81,0,0,0,25,0,0,0,0,0,0,93,0,0,0,0,26,0,95,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,20,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,32,0,50,0,0,0,0,0,47,0,0,0,0,0,20,0,0,0,0,0,46,0,0,58,0,0,0,46,0,0,26,0,0,0,0,0,0,51,0,0,0,0,0,0,0,49,0,0,0,0,0,47,34,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,100,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,21,0,0,89,0,0,0,0,0,0
2020-04-25,0,0,0,0,53,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,58,22,0,0,0,0,0,51,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,56,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,57,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,0,36,0,0,0,47,0,0,0,0,0,0,0,0,0,0,41,0,33,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,47,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,29,0,0,0,0,0,0,0,0,58,0,0,0,45,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,49,0,37,0,0,0,0,40,0,52,0,0,0,0,0,0,0,51,0,0,86,0,0,0,0,88,0,0,0,0,0,0,47,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,46,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,46,36,0,0,0,0,51,0,0,0,0,0,0,0,0,47,100,0,17,43,95,0,0,0,87,0,0,0,0,18,0,0,52,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,40,0,79,0,0,0,0,88,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,60,0,89,0,87,0,0,0,0,96,0,0,0,0,47,0,0,0,0,51,29,0,0,0,0,0,44,0,0,0,0,0,0,45,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,65,0,0,0,0,0,0,0,51,0,91,0,0,0,0,0,0,0,48,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,84,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,84,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,33,0,64,45,50,0,0,0,0,43,0,0,20,0,0,0,0,0,0,0,0,0
2020-04-29,45,0,0,0,0,0,50,0,27,0,0,0,0,0,0,0,98,0,22,0,0,0,0,0,0,0,0,0,0,17,0,0,52,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,39,0,87,0,0,0,0,0,0,0,0,83,0,0,46,0,0,0,0,50,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,76,0,0,0,100,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,44,33,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,58,0,0,0,49,0,80,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,49,0,0,0,0,62,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,44,0,0,0,0,0,64,0,0,40,0,0,0,0,0,0,0,0,0
2020-04-30,0,0,0,0,0,0,24,0,26,87,0,0,0,0,43,44,52,76,100,0,0,0,0,0,0,0,0,0,48,42,0,0,99,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,48,64,0,0,0,83,0,0,0,0,0,0,0,0,43,0,0,49,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,78,0,0,0,43,31,0,0,0,0,85,0,0,0,0,76,0,0,0,0,0,0,0,48,0,0,76,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,94,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,19,0,0,0,0,0,98,0,0,0
2020-05-01,49,0,0,0,0,0,41,0,29,0,0,0,0,0,0,51,0,0,89,31,0,0,90,0,0,0,0,0,53,66,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,43,0,0,0,0,0,92,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,54,31,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,28,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,36,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,19,0,0,0,0,42,0,0,0,53,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,54,0,0,0,52,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,54,94,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,51,0,0,0,0,0,0,52,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2020-05-04,0,0,0,0,45,0,25,0,26,0,0,0,0,0,0,0,27,0,49,43,0,0,83,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,74,0,0,0,0,0,31,77,0,0,0,0,0,0,46,0,47,0,0,50,19,0,0,0,0,0,44,0,0,0,0,0,0,0,0,77,25,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,89,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,49,0,0,0,48,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,32,0,0,44,0,0,0,0,0,43,0,0,20,88,0,86,0,0,0,0,0,0
2020-05-05,0,0,0,0,43,44,24,0,25,0,0,0,0,0,0,0,25,0,31,26,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,0,43,0,0,0,0,18,0,0,0,0,77,0,0,0,0,0,0,0,79,0,0,0,29,0,0,0,0,0,0,0,0,0,0,75,0,0,41,42,0,0,0,0,0,30,0,0,0,0,0,77,0,44,0,43,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,74,0,0,0,0,0,17,0,0,0,0,74,0,0,0,0,0,0,0,29,0,0,0,33,0,38,78,0,0,0,0,0,0,0,0,0,44,0,0,46,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,59,0,0,0,0,79,0,40,0,0,95,0,0,81,0,0,0,0,0,0
2020-05-06,0,0,0,0,45,0,50,0,26,0,86,0,0,0,0,0,0,0,25,28,0,0,0,80,0,0,0,0,0,52,0,0,35,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,59,47,77,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,80,0,0,0,29,93,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,29,0,0,0,0,84,44,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,48,0,0,0,0,49,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,18,0,0,0,0,0,0,0,0,0,0,79,0,0,0,49,0,54,0,40,83,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,43,49,0,0,0,0,43,0,0,100,0,0,0,0,0,100,0,0,0
2020-05-07,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,27,0,17,29,0,0,85,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,39,0,94,85,0,0,0,0,0,0,0,0,0,0,89,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,32,0,49,0,0,0,0,0,48,68,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34,0,0,90,0,0,0,0,0,0,0,0
2020-05-08,48,0,0,0,0,0,26,0,28,0,0,0,0,0,47,0,0,0,35,0,0,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,48,0,0,0,0,41,0,0,0,0,0,0,41,0,0,0,0,0,0,92,0,0,32,86,0,0,0,0,0,0,0,51,0,0,0,0,0,31,0,0,0,0,0,33,82,0,0,0,0,0,0,0,71,0,0,0,0,20,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,50,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,46,0,0,32,0,0,90,0,0,0,0,0,0
2020-05-09,52,0,0,0,0,0,29,0,31,0,0,0,0,0,0,0,31,0,19,0,0,0,0,0,0,0,0,0,0,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,96,0,0,0,0,0,0,0,100,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,58,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,0,0,0,0,46,0,50,0,0,0,0,0,0,0,0,47,27,0,16,57,0,0,0,0,0,0,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,100,0,82,0,0,0,92,0,0,0,0,0,0,0,0,0,30,0,0,78,0,0,0,0,48,0,0,0,0,0,0,0,47,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,45,33,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,89,51,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,64,0,0,0,0,31,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,88,46,0,0,43,0,0,40,0,0,0,0,0,0,0,0,83
2020-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,40,0,78,0,0,0,0,0,0,51,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,32,0,0,0,62,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,20,0,0,0,91,0,0,0,0,0
